index,f2_descriptors_1,f2_descriptors_2,f2_descriptors_3,f2_descriptors_4,f2_descriptors_5,f2_descriptors_6,f2_descriptors_7,f2_descriptors_8,f2_descriptors_9,f2_descriptors_10,f2_descriptors_11,f2_descriptors_12,f2_descriptors_13,f2_descriptors_14,f2_descriptors_15,f2_descriptors_16,f2_descriptors_17,f2_descriptors_18,f2_descriptors_19,f2_descriptors_20,f2_descriptors_21,f2_descriptors_22,f2_descriptors_23,f2_descriptors_24,f2_descriptors_25,f2_descriptors_26,f2_descriptors_27,f2_descriptors_28,f2_descriptors_29,f2_descriptors_30,f2_descriptors_31,f2_descriptors_32,f2_descriptors_33,f2_descriptors_34,f2_descriptors_35,f2_descriptors_36,f2_descriptors_37,f2_descriptors_38,f2_descriptors_39,f2_descriptors_40,f2_descriptors_41,f2_descriptors_42,f2_descriptors_43,f2_descriptors_44,f2_descriptors_45,f2_descriptors_46,f2_descriptors_47,f2_descriptors_48,f2_descriptors_49,f2_descriptors_50,f2_descriptors_51,f2_descriptors_52,f2_descriptors_53,f2_descriptors_54,f2_descriptors_55,f2_descriptors_56,f2_descriptors_57,f2_descriptors_58,f2_descriptors_59,f2_descriptors_60,f2_descriptors_61,f2_descriptors_62,f2_descriptors_63,f2_descriptors_64,f2_descriptors_65,f2_descriptors_66,f2_descriptors_67,f2_descriptors_68,f2_descriptors_69,f2_descriptors_70,f2_descriptors_71,f2_descriptors_72,f2_descriptors_73,f2_descriptors_74,f2_descriptors_75,f2_descriptors_76,f2_descriptors_77,f2_descriptors_78,f2_descriptors_79,f2_descriptors_80,f2_descriptors_81,f2_descriptors_82,f2_descriptors_83,f2_descriptors_84,f2_descriptors_85,f2_descriptors_86,f2_descriptors_87,f2_descriptors_88,f2_descriptors_89,f2_descriptors_90,f2_descriptors_91,f2_descriptors_92,f2_descriptors_93,f2_descriptors_94,f2_descriptors_95,f2_descriptors_96,f2_descriptors_97,f2_descriptors_98,f2_descriptors_99,f2_descriptors_100,f2_descriptors_101,f2_descriptors_102,f2_descriptors_103,f2_descriptors_104,f2_descriptors_105,f2_descriptors_106,f2_descriptors_107,f2_descriptors_108,f2_descriptors_109,f2_descriptors_110,f2_descriptors_111,f2_descriptors_112,f2_descriptors_113,f2_descriptors_114,f2_descriptors_115,f2_descriptors_116,f2_descriptors_117,f2_descriptors_118,f2_descriptors_119,f2_descriptors_120,f2_descriptors_121,f2_descriptors_122,f2_descriptors_123,f2_descriptors_124,f2_descriptors_125,f2_descriptors_126,f2_descriptors_127,f2_descriptors_128,f2_descriptors_129,f2_descriptors_130,f2_descriptors_131,f2_descriptors_132,f2_descriptors_133,f2_descriptors_134,f2_descriptors_135,f2_descriptors_136,f2_descriptors_137,f2_descriptors_138,f2_descriptors_139,f2_descriptors_140,f2_descriptors_141,f2_descriptors_142,f2_descriptors_143,f2_descriptors_144,f2_descriptors_145,f2_descriptors_146,f2_descriptors_147,f2_descriptors_148,f2_descriptors_149,f2_descriptors_150,f2_descriptors_151,f2_descriptors_152,f2_descriptors_153,f2_descriptors_154,f2_descriptors_155,f2_descriptors_156,f2_descriptors_157,f2_descriptors_158,f2_descriptors_159,f2_descriptors_160,f2_descriptors_161,f2_descriptors_162,f2_descriptors_163,f2_descriptors_164,f2_descriptors_165,f2_descriptors_166,f2_descriptors_167,f2_descriptors_168,f2_descriptors_169,f2_descriptors_170,f2_descriptors_171,f2_descriptors_172,f2_descriptors_173,f2_descriptors_174,f2_descriptors_175,f2_descriptors_176,f2_descriptors_177,f2_descriptors_178,f2_descriptors_179,f2_descriptors_180,f2_descriptors_181,f2_descriptors_182,f2_descriptors_183,f2_descriptors_184,f2_descriptors_185,f2_descriptors_186,f2_descriptors_187,f2_descriptors_188,f2_descriptors_189,f2_descriptors_190,f2_descriptors_191,f2_descriptors_192,f2_descriptors_193,f2_descriptors_194,f2_descriptors_195,f2_descriptors_196,f2_descriptors_197,f2_descriptors_198,f2_descriptors_199,f2_descriptors_200,f2_descriptors_201,f2_descriptors_202,f2_descriptors_203,f2_descriptors_204,f2_descriptors_205,f2_descriptors_206,f2_descriptors_207,f2_descriptors_208,f2_descriptors_209,f2_descriptors_210
0,2.665697728686742,2.234444309714995,-2.2295863305228982,2.2123023736432557,-2.354432198592309,8.928006574081943,0.6673506710236398,79.90500039833836,10.205893628717755,9.799998475750243e-07,270.0746712021913,9.096011838247808,8.373315838121922,11.799459944313481,6.41501490017253,4.659925813664188,4.659925813664188,3.3070055017971742,3.3070055017971742,2.5017024768892986,2.5017024768892986,1.828956575060644,1.828956575060644,0.0,0.0,0.0,33.962901704252566,12.586597235060536,12.362619183747604,12.841643245852019,6.196843571613076,12.13273413692322,15.097273347452553,5.733667477162185,337.97417071200005,1.4666666666666666,2.2666666666666666,2.8666666666666667,0.5555555555555556,-0.20000000000000007,15.0,323.93500000000006,2.665697728686742,14.799999999999999,7.136068678197197,3.392260433585199,110.78316066035961,5.671687452758881,0.35087806580657854,5.671687452758881,0.15101609903396043,0.0,0.15101609903396043,0.0,-0.35087806580657854,1.5599,72.09840000000003,340.063,2.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0,86.0,10.633577208012664,0.0,5.817862777835028,0.0,0.0,0.0,0.0,0.0,5.098681808301038,39.061583512553604,0.0,24.974377382775238,25.328197212586186,0.0,2.0,0.0,39.78076448208759,0.0,10.197363616602075,5.733667477162185,18.88348407499998,17.989422542675626,18.3295777085363,0.0,0.0,19.266666666666666,10.633577208012664,5.817862777835028,0.0,33.962901704252566,29.328717257575185,0.0,0.0,12.841643245852019,18.3295777085363,0.0,0.0,0.0,55.04,0.0,0.0,2.2430555555555554,7.944823318216175,5.671687452758881,0.9541203703703706,4.353304043839758,4.071963340891912,1.761045918367347,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8879847523713708
1,1.8814083105156787,1.8848062845245024,-1.9278182343891488,2.0427125337952714,-1.97858943061761,9.10239299901172,0.9801367855126818,79.91880064486972,10.354871141323523,8.09999884950017e-07,202.69423392316662,6.69023444431199,5.249934216918099,8.549002809128583,4.325698502695489,2.6420144489180015,3.435012718475354,1.6557722557484893,2.4682496274983223,0.9819188194919919,1.4235713796881035,0.563999939725066,0.9443721998612483,0.0,0.0,0.0,16.981450852126283,6.544756405912575,10.297124013832342,0.0,0.0,18.19910120538483,20.913922418896558,5.733667477162185,265.905422456,1.5,2.2,2.6,0.16666666666666666,0.06999999999999995,10.0,259.888,1.8814083105156787,10.069999999999999,4.820134032505637,2.768839756213582,78.73613362994163,5.33537037037037,0.325212558098137,5.33537037037037,0.10594114691098648,0.0,0.10594114691098648,0.0,-0.325212558098137,1.8806999999999998,50.15040000000001,267.952,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,56.0,5.733667477162185,4.60319601898388,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,16.981450852126283,6.06636706846161,28.06267803487257,6.544756405912575,5.693927994848461,1.0,0.0,32.91139475007563,0.0,4.9839785209472085,5.733667477162185,6.544756405912575,0.0,28.49622521921717,0.0,0.0,8.6,5.733667477162185,0.0,0.0,32.91139475007563,4.9839785209472085,6.544756405912575,0.0,5.693927994848461,22.80229722436871,0.0,0.0,0.0,38.91,0.8383796296296298,3.23625,4.083333333333333,0.0,6.242199074074074,0.0,5.683726851851851,0.0,0.49944444444444436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7895794503276441
2,2.993912832447924,2.29184705900822,-2.169018209159203,2.439449448377221,-2.409404999595065,5.805766983153442,-0.13909025008580417,16.548430003173998,9.98043269778799,1.6506974403727497,838.3766703341702,19.225403871315226,14.851238552723625,14.851238552723625,13.113392202930196,8.892780550914901,8.892780550914901,6.457062231056921,6.457062231056921,4.747768090979582,4.747768090979582,3.4479675633426523,3.4479675633426523,18.104386188038227,14.69560176298435,0.0,18.94560963360032,12.841643245852019,22.253805966787983,0.0,0.0,36.39820241076966,23.369957059785193,11.160212849420308,363.147058152,1.1111111111111112,1.7037037037037037,2.259259259259259,0.2727272727272727,-3.259999999999999,27.0,342.2450000000001,2.993912832447924,18.528682956515123,8.413960009006164,4.1175313526640736,157.9119980732556,12.13431067334341,0.4797160296803435,12.13431067334341,0.40737614884204815,0.062159058590787186,0.40737614884204815,-1.0967323470047134,-0.4797160296803435,3.7818000000000023,102.31250000000004,363.41300000000007,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,138.0,15.160178952647085,12.648722793660879,0.0,0.0,0.0,12.062545358890265,0.0,9.589074368143644,0.0,12.343784214475903,48.53093654769288,35.09544921264,12.338727669087403,0.0,3.0,19.432464716784395,12.062545358890265,0.0,5.316788604006331,0.0,31.22221174408738,6.606881964512918,59.65783953108687,0.0,23.470687197869893,13.148148148148149,5.316788604006331,4.794537184071822,0.0,0.0,29.817795547391846,9.53140013787187,12.343784214475903,36.30727389833341,48.53093654769288,0.0,11.126902983393991,0.0,75.63,5.372928162005543,0.0,23.429303990178358,11.657582983861843,4.49094439103229,1.300579846152745,15.058438966287921,5.7075286017763345,0.14935972537163011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5797706215789394
3,1.8457237685811982,1.9081008578361813,-2.102834723756878,1.8181133137199312,-2.2129732288587602,4.864367985293197,0.37166983477897303,15.075725550568102,10.3797339038565,3.076476202152352,93.57949822591905,7.112884175122364,5.9303412586254005,5.9303412586254005,4.308060412490447,3.1301459431855836,3.1301459431855836,2.0841356809620706,2.0841356809620706,1.1051630837996844,1.1051630837996844,0.5960981316594635,0.5960981316594635,0.0,0.0,0.0,0.0,0.0,26.055090840663734,0.0,0.0,7.04767198267719,10.820344049706122,12.157017372782445,126.11569844799999,1.6666666666666667,2.3333333333333335,2.7777777777777777,0.7142857142857143,-0.52,9.0,112.091,1.8457237685811982,8.48,5.613689839572192,5.349493979576285,57.027853473284544,5.294640022675737,0.33042458334384534,5.294640022675737,0.059595273380416244,0.7222222222222222,0.059595273380416244,0.7222222222222222,-0.33042458334384534,-0.0998,40.001400000000004,126.203,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,52.0,5.733667477162185,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,6.423349895620259,5.920434318855644,26.55800641742835,0.0,6.544756405912575,0.0,0.0,0.0,0.0,4.899909730850478,5.733667477162185,6.4208216229260096,26.681941200414915,0.0,0.0,12.343784214475903,9.555555555555555,5.733667477162185,0.0,0.0,0.0,31.581850931265397,0.0,12.343784214475903,6.4208216229260096,0.0,0.0,0.0,0.0,29.259999999999998,0.0,0.0,2.07625,0.0,5.294640022675737,2.561471088435374,0.0,6.10421485260771,2.467868480725624,1.9955555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5329336554615952
4,2.1545224581023694,1.9109175340423379,-2.016027617631563,2.105297461886506,-1.9664471123544653,5.853016935371128,0.37006397060058754,35.45300056851567,10.197775845672902,1.4399995828001274e-06,275.9713743105761,8.811554787871634,7.194811758438577,8.011308339366304,5.863703305156274,3.7181966911178868,3.7181966911178868,2.3408739759180555,2.3408739759180555,1.4812229140541067,1.4812229140541067,0.8467615211356139,0.8467615211356139,0.0,0.0,0.0,12.407033161179976,13.151638370425493,11.3129633249809,0.0,0.0,24.26546827384644,5.920434318855644,16.893880326582494,197.060741684,1.3076923076923077,1.9230769230769231,2.3846153846153846,0.2,-1.17,13.0,185.569,2.1545224581023694,11.83,6.357438674336563,3.83943714082142,84.4969261480117,5.426859174225246,0.48096538668341116,5.426859174225246,0.1482827385708188,0.0,0.1482827385708188,0.0,-0.48096538668341116,1.5791,55.909400000000026,197.665,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,70.0,10.470530430962235,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.830383056800237,18.053168455778863,17.696185628620217,6.544756405912575,0.0,1.0,4.736862953800049,12.407033161179976,0.0,0.0,5.733667477162185,6.544756405912575,6.606881964512918,29.828919765543436,0.0,18.093296047759807,8.307692307692308,10.470530430962235,0.0,5.749511833283905,12.407033161179976,6.606881964512918,6.544756405912575,12.343784214475903,5.563451491696996,24.26546827384644,0.0,0.0,0.0,35.25,5.177712585034014,0.0,0.0,0.0,6.5130236678004545,3.180409580498867,7.5662377173091455,5.0374274061476445,0.85852237654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472729710899456
5,2.149769501969655,1.9249252804708925,-2.025077722719676,2.116189074257676,-1.9771019147530662,5.853017111626036,0.36976767664537424,35.45300056851597,10.194449334912662,1.4399995956001191e-06,293.22137431057615,8.811554787871634,7.194811758438577,8.011308339366304,5.863703305156274,3.718196691117887,3.718196691117887,2.3443282996120036,2.3443282996120036,1.4563180398272164,1.4563180398272164,0.8872453512304092,0.8872453512304092,0.0,0.0,0.0,12.407033161179976,13.151638370425493,11.3129633249809,0.0,0.0,24.26546827384644,5.920434318855644,16.893880326582494,197.060741684,1.4615384615384615,2.230769230769231,2.8461538461538463,0.2,-1.17,13.0,185.569,2.149769501969655,11.83,6.357438674336563,3.83943714082142,84.49692614801168,5.451494945200302,0.4809542663712409,5.451494945200302,0.14828300512093923,0.0,0.14828300512093923,0.0,-0.4809542663712409,1.5791,55.909400000000026,197.66499999999996,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,70.0,10.470530430962235,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.830383056800237,18.053168455778863,17.696185628620217,6.544756405912575,0.0,1.0,4.736862953800049,12.407033161179976,0.0,0.0,5.733667477162185,6.544756405912575,6.606881964512918,29.828919765543436,0.0,18.093296047759807,8.307692307692308,10.470530430962235,0.0,5.749511833283905,12.407033161179976,6.606881964512918,6.544756405912575,12.343784214475903,5.563451491696996,24.26546827384644,0.0,0.0,0.0,35.25,5.205972222222222,0.0,0.0,0.0,6.497348119803477,3.1741654856387003,7.58791477702192,5.047220096371882,0.8207126322751324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472729710899455
6,2.9357206987807296,2.2882591409658,-2.1716242716654492,2.439412328504793,-2.3679467195609667,5.787768981559182,-0.13701241044315793,16.54793889325644,9.980425485081627,1.6874093602886384,822.8099535403115,18.518297090128673,14.144131771537078,14.144131771537078,12.596555450524587,8.365907097377226,8.365907097377226,6.172920438864591,6.172920438864591,4.450922960014891,4.450922960014891,3.334020581519017,3.334020581519017,18.104386188038223,9.589074368143644,0.0,25.366431256526333,0.0,22.253805966787983,0.0,0.0,36.39820241076966,23.369957059785193,16.266740244261015,349.131408088,1.1153846153846154,1.6923076923076923,2.230769230769231,0.23809523809523808,-3.2599999999999985,26.0,330.2340000000001,2.9357206987807296,17.559419292901637,7.748496043807955,3.6993517906667486,151.547055958859,12.095608150667676,0.4811731776411218,12.095608150667676,0.4069222974270016,0.04286367787855894,0.4069222974270016,-1.0238910713504865,-0.4811731776411218,3.391700000000002,97.69550000000004,349.3860000000001,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,132.0,15.160178952647087,6.606881964512918,0.0,0.0,0.0,12.062545358890265,4.794537184071822,4.794537184071822,0.0,12.343784214475903,48.53093654769288,22.253805966787983,12.338727669087403,12.462662452073971,3.0,19.4324647167844,12.062545358890265,0.0,5.316788604006331,0.0,24.801390121161376,6.606881964512918,59.65783953108687,0.0,23.470687197869893,13.192307692307692,5.316788604006331,4.794537184071822,0.0,0.0,29.81779554739185,9.53140013787187,12.343784214475903,29.8864522754074,48.53093654769288,0.0,11.126902983393991,0.0,75.63000000000001,5.386488095238095,0.0,22.94255398125948,11.42036667947781,4.528526790269216,1.3013950454174124,15.450711039894358,4.460330392253159,0.17629464285714258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840172535535503
7,2.934137445309942,2.291193127925943,-2.160229123610308,2.439323694063708,-2.4070372011230683,5.80812407511604,-0.1387373635772273,16.54842462499262,9.980466462456826,1.7236000173711754,807.2698127007621,17.81119030894213,13.43702499035053,13.43702499035053,12.113392202930196,7.892780550914903,7.892780550914903,5.768957851100766,5.768957851100766,4.255829823988485,4.255829823988485,3.100267581325588,3.100267581325588,18.104386188038227,9.589074368143644,0.0,18.94560963360032,0.0,22.253805966787983,0.0,0.0,48.53093654769288,11.237222922861974,16.266740244261015,335.115758024,1.12,1.68,2.2,0.2,-3.259999999999999,25.0,318.22300000000007,2.934137445309942,16.59264473526387,7.099256899846766,3.334037720662323,145.18211384446238,11.94816295036533,0.47969012938126576,11.94816295036533,0.40740931951383136,0.07494302196187164,0.40740931951383136,-1.1884651512375177,-0.47969012938126576,3.0016000000000007,93.07850000000005,335.3590000000001,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,126.0,15.160178952647085,12.648722793660879,0.0,0.0,0.0,12.062545358890265,0.0,9.589074368143644,0.0,12.343784214475903,48.53093654769288,22.253805966787983,12.338727669087403,0.0,3.0,19.432464716784395,12.062545358890265,0.0,5.316788604006331,0.0,18.380568498235363,6.606881964512918,59.65783953108687,0.0,23.470687197869893,13.24,5.316788604006331,4.794537184071822,0.0,0.0,29.817795547391846,9.53140013787187,12.343784214475903,23.465630652481394,48.53093654769288,0.0,11.126902983393991,0.0,75.63,5.284677815570673,0.0,22.995000088061957,11.313572212886786,4.440299717351486,0.9632138436692903,14.810662846627437,4.232005401380368,0.12723474111866984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8237895101097599
8,2.9388784317935746,2.352953584389893,-2.2380261746322248,2.439700705284463,-2.518170405864719,5.841935240888717,-0.14326288048298294,16.548730759834704,9.978011548604082,1.7508039156378399,853.379245037008,18.733840039752504,14.359674721160903,14.359674721160903,12.459344204450495,8.260735381854687,8.260735381854687,6.468708653712959,6.468708653712959,4.649266664172707,4.649266664172707,3.237155826729993,3.237155826729993,17.601470611273612,14.69560176298435,0.0,18.94560963360032,0.0,22.253805966787983,6.923737199690624,0.0,48.53093654769288,11.237222922861974,11.160212849420308,349.131408088,1.1538461538461537,1.6923076923076923,2.1923076923076925,0.23809523809523808,-3.259999999999999,26.0,330.2340000000001,2.9388784317935746,17.559419292901637,6.927854211900839,3.139078113762589,151.547055958859,12.153371283698664,0.47948426901779456,12.153371283698664,0.40761535666974646,0.08623364932392752,0.40761535666974646,-1.5582105064247926,-0.47948426901779456,3.391700000000001,97.69550000000004,349.3860000000001,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,132.0,15.160178952647085,12.145807216896262,0.0,0.0,0.0,12.062545358890265,0.0,9.589074368143644,0.0,12.343784214475903,48.53093654769288,29.177543166478603,12.338727669087403,0.0,3.0,19.432464716784395,12.062545358890265,0.0,5.316788604006331,0.0,24.80139012116137,6.606881964512918,59.65783953108687,0.0,23.470687197869893,14.461538461538462,5.316788604006331,4.794537184071822,0.0,0.0,29.31487997062723,9.53140013787187,12.343784214475903,30.389367852172015,48.53093654769288,0.0,11.126902983393991,0.0,75.63,5.349886148904006,0.0,23.521967680654548,11.649220361034935,2.869447618796014,0.9762287718627907,15.971224307322826,4.270917438417405,1.474441006340808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8115101233102991
9,2.9357206987807296,2.2882591409658,-2.1716242716654492,2.439412328504793,-2.3679467195609667,5.787768981559182,-0.13701241044315793,16.54793889325644,9.980425485081627,1.6874093602886384,822.8099535403115,18.518297090128673,14.144131771537078,14.144131771537078,12.596555450524587,8.365907097377226,8.365907097377226,6.172920438864591,6.172920438864591,4.450922960014891,4.450922960014891,3.334020581519017,3.334020581519017,18.104386188038223,9.589074368143644,0.0,25.366431256526333,0.0,22.253805966787983,0.0,0.0,36.39820241076966,23.369957059785193,16.266740244261015,349.131408088,1.1153846153846154,1.6923076923076923,2.230769230769231,0.23809523809523808,-3.2599999999999985,26.0,330.2340000000001,2.9357206987807296,17.559419292901637,7.748496043807955,3.6993517906667486,151.547055958859,12.095608150667676,0.4811731776411218,12.095608150667676,0.4069222974270016,0.04286367787855894,0.4069222974270016,-1.0238910713504865,-0.4811731776411218,3.391700000000002,97.69550000000004,349.3860000000001,2.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,132.0,15.160178952647087,6.606881964512918,0.0,0.0,0.0,12.062545358890265,4.794537184071822,4.794537184071822,0.0,12.343784214475903,48.53093654769288,22.253805966787983,12.338727669087403,12.462662452073971,3.0,19.4324647167844,12.062545358890265,0.0,5.316788604006331,0.0,24.801390121161376,6.606881964512918,59.65783953108687,0.0,23.470687197869893,13.192307692307692,5.316788604006331,4.794537184071822,0.0,0.0,29.81779554739185,9.53140013787187,12.343784214475903,29.8864522754074,48.53093654769288,0.0,11.126902983393991,0.0,75.63000000000001,5.386488095238095,0.0,22.94255398125948,11.42036667947781,4.528526790269216,1.3013950454174124,15.450711039894358,4.460330392253159,0.17629464285714258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840172535535503
